id,timestamp,text,speaker,reply_to,conversation_id,meta.receiver,meta.absolute_message_index,meta.relative_message_index,meta.year,meta.game_score,meta.game_score_delta,intent
Game5-turkey-russia-27,316,But I do need to exit through Bul.,turkey-Game5,Game5-turkey-russia-26,Game5-turkey-russia,russia-Game5,316,27,1904,4,-2,1
Game2-turkey-france-15,807,"If Austria does, then he won't be able to finish me off",turkey-Game2,Game2-turkey-france-14,Game2-turkey-france,france-Game2,807,15,1902,5,0,0
Game9-italy-russia-312,1402,"Not sure yet, cleaning this up is gonna be a mess. Hopefully Germany can keep France small enough while we do it",italy-Game9,Game9-italy-russia-311,Game9-italy-russia,russia-Game9,1402,312,1903,5,-5,0
Game4-france-russia-334,1414,"The south did go very lucky for me last turn, but I don't think the dots that I need are within reach for at least a couple years- thanks though lol",france-Game4,Game4-france-russia-333,Game4-france-russia,russia-Game4,1414,334,1906,12,3,1
Game1-austria-italy-116,1750,Well that is damn annoying. I’m surprised he tried for Vienna — would have thought he would go for Rumania.,italy-Game1,Game1-austria-italy-115,Game1-austria-italy,austria-Game1,1750,116,1906,10,4,1
Game9-italy-russia-274,1243,"That'd be super cool. I asked the Turks if I was allowed to build in Sevastopol, because I want to convoy from there to one of their home supply centers when the time comes.",russia-Game9,Game9-italy-russia-273,Game9-italy-russia,italy-Game9,1243,274,1902,7,2,0
Game1-england-italy-161,1327,"You might say something like this to Russia:

I was chatting with Italy about Tyrolia, and he told me that he promised to use Tyrolia to help Austria. My best guess is that Tyrolia and Galicia will bounce in Vienna. If you just use Bohemia to support Tyrolia in, then Austria doesn’t get a build and you likely break up Italy and Austria.",italy-Game1,Game1-england-italy-160,Game1-england-italy,england-Game1,1327,161,1905,7,2,0
Game2-england-italy-93,2327,how do we  bring him down?  austria is talking to me about the same thing,england-Game2,Game2-england-italy-92,Game2-england-italy,italy-Game2,2327,93,1905,6,0,0
Game1-italy-germany-234,1931,Consider it done.,italy-Game1,Game1-italy-germany-233,Game1-italy-germany,germany-Game1,1931,234,1907,10,3,1
Game1-england-germany-58,404,Keep in mind that Munich is vulnerable. Italy and Austria may have a deal in the works for that. But this is the sort of plan that I had thought through originally.,england-Game1,Game1-england-germany-57,Game1-england-germany,germany-Game1,404,58,1902,4,-1,0
Game1-austria-germany-20,2525,What's your train of thought on the draw?,austria-Game1,Game1-austria-germany-19,Game1-austria-germany,germany-Game1,2525,20,1908,3,-4,0
Game1-italy-russia-70,1939,"Well...if I “take everything,” then we end up with a boring, large draw. I’m not in solo position. So, believe it or not, I’d rather you get the spoils out East. If I get much bigger, I’ll be fighting the whole board, and I’ll lose that fight.",italy-Game1,Game1-italy-russia-69,Game1-italy-russia,russia-Game1,1939,70,1907,10,5,1
Game2-austria-italy-525,2324,"Btw just sent this to England ""One of us has to move into it by the end of the year. Germany is building to move against me, Turkey is still a pain in the butt, and Italy is getting testy.  I need your help to crack this dude, and I can't be running damage control for the board on my own""",austria-Game2,Game2-austria-italy-524,Game2-austria-italy,italy-Game2,2324,525,1905,8,2,0
Game6-italy-russia-0,94,"Hello Italy nice to make your acquaintance. I'll have to admit, I was caught off guard by your entrance into Trieste, but I think it could work out well for you. 

I would like to ask if I will be bounced if I move to VIE, and if you have any other plans for the future that might be to both of our benefit?",russia-Game6,,Game6-italy-russia,italy-Game6,94,0,1901,4,1,0
Game9-italy-russia-163,759,"With the builds I get from Austria, if all goes right, I should be able to crush Turkey with no more support from you than is necessary to claim your fair share of builds to use on the French front. Hopefully.",russia-Game9,Game9-italy-russia-162,Game9-italy-russia,italy-Game9,759,163,1902,6,2,0
Game10-austria-russia-131,767,"So England is totally overcommitted in the south, and yet cannot break my stalemate line (I don't think they understand that though).  Your new northern fleet is going to be a pain in their butt, keeping them pinned down protecting Nwy.  I have a plan to get you another northern unit, but it requires being clever: you move Bla-Bul, and I use my two new armies to dislodge you from there, and you retreat off the board and rebuild up in StP (maybe south coast, this time, so you have 3 fleets against Germany's 2, and you can capture Bal and break through their lines to capture Den or Kie?).  Other than that, the only option is hoping you guess cleverly and/or E/G screw up.  Getting you an extra unit up there seems the most efficient, and your F Bla isn't doing us much good anymore.",austria-Game10,Game10-austria-russia-130,Game10-austria-russia,russia-Game10,767,131,1907,10,1,1
Game2-turkey-italy-42,549,Look- build what you’re gonna build.  But I’m not gunning for you.,italy-Game2,Game2-turkey-italy-41,Game2-turkey-italy,turkey-Game2,549,42,1901,4,-1,1
Game1-austria-russia-33,782,"I didn't hear from you in time, so I left the bounce order in place. And I covered Serbia in case you got cute. What do you want to do now?",austria-Game1,Game1-austria-russia-32,Game1-austria-russia,russia-Game1,782,33,1903,5,-1,1
Game10-italy-france-6,207,"As long as you move out this turn I'll let you off. I can understand why you did it but at least now you know who you can trust

Well

Ish",italy-Game10,Game10-italy-france-5,Game10-italy-france,france-Game10,207,6,1901,3,0,0
Game4-germany-russia-18,228,I'm w/ Austria against turkey,russia-Game4,Game4-germany-russia-17,Game4-germany-russia,germany-Game4,228,18,1901,4,1,1
Game6-england-france-45,417,"Hi England. So I looked at the map and have re-assessed my alliances. A few years ago, you were missing turns and not making the best moves, so naturally my decision was to go with Russia instead of you for a 3-way win. But times have changed; you have played very well, weakened Russia, and are in a great position. Me and turkey are planning on stabbing Russia this fall, and we will(most likely) be guaranteed at least 3 of their centers, rendereing them very weak. So my suggestion to you is that we switch alliances and try to go for a 3-way win between me, you, and turkey. TUrkey is on board with this",france-Game6,Game6-england-france-44,Game6-england-france,england-Game6,417,45,1906,11,5,1
Game11-germany-russia-13,414,"I am so friggin' sorry, I was toying around with my orders for a while the other day before the turn in and apparently never clicked ""update"" on the finalized version x.x I'm a complete mess this game, you can just ask France",germany-Game11,Game11-germany-russia-12,Game11-germany-russia,russia-Game11,414,13,1902,5,0,1
Game8-germany-france-41,605,Ok,germany-Game8,Game8-germany-france-40,Game8-germany-france,france-Game8,605,41,1904,6,-2,0
Game11-turkey-france-10,1129,"You and Austria are the most importand. Italy and England are basically out of the game anyways. We can definitly still stop germany, but in order for that to happen you and austria are going to have to stop fighting, right away, and work together to get in through germanies back door. They are sending basically all of their units to my hometown, which means they are going to be vulnerable against you guys.",france-Game11,Game11-turkey-france-9,Game11-turkey-france,turkey-Game11,1129,10,1905,8,2,1
Game8-turkey-england-12,693,Yeah ... was hoping you would play better defense than that.,turkey-Game8,Game8-turkey-england-11,Game8-turkey-england,england-Game8,693,12,1905,8,7,0
Game12-turkey-germany-10,365,"I just gave Russia back their supply center, so they're actually building 2 units now, fyi...",turkey-Game12,Game12-turkey-germany-9,Game12-turkey-germany,germany-Game12,365,10,1902,5,0,0
Game3-italy-france-56,1283,"I’m trusting your fleets are headed north, and I’m sending everything other than A Mar and F GOL (this turn) east. I hope to send F GOL East next season as well",italy-Game3,Game3-italy-france-55,Game3-italy-france,france-Game3,1283,56,1905,6,2,0
Game2-austria-russia-2,246,"Hey Austria,
I sent a message to Turkey because I don’t want to go South or to the Balkans and let you fight with them over that but I might have to do that if I don’t hear from them. I would prefer to head North though.",russia-Game2,Game2-austria-russia-1,Game2-austria-russia,austria-Game2,246,2,1901,4,1,0
Game2-england-austria-73,2286,what do you have in mind?,england-Game2,Game2-england-austria-72,Game2-england-austria,austria-Game2,2286,73,1905,6,-2,0
Game4-turkey-austria-4,63,Ah well our biggest issue is keeping Russia out of Rumania. I will see if they have plans to move most units south. It sounds like they might be.,turkey-Game4,Game4-turkey-austria-3,Game4-turkey-austria,austria-Game4,63,4,1901,3,0,0
Game11-turkey-austria-188,947,I’m still not sure,austria-Game11,Game11-turkey-austria-187,Game11-turkey-austria,turkey-Game11,947,188,1904,6,0,1
Game4-england-germany-40,240,"He may very well test my loyalty and let me try to bounce out of Denmark first, but he offered to march to Munich if I bounced you",england-Game4,Game4-england-germany-39,Game4-england-germany,germany-Game4,240,40,1901,3,0,0
Game4-england-france-5,51,"By the way, have you heard from Germany? They wanted me to attack you so I think they were trying to get us to fight eachother.",france-Game4,Game4-england-france-4,Game4-england-france,england-Game4,51,5,1901,3,0,1
Game10-turkey-russia-4,371,I've been away from the game for a while,russia-Game10,Game10-turkey-russia-3,Game10-turkey-russia,turkey-Game10,371,4,1902,5,1,0
Game1-italy-france-7,134,Heads up: England is sniffing around. Wants to know if I’d be in to move to Piedmont if he takes the Channel.,italy-Game1,Game1-italy-france-6,Game1-italy-france,france-Game1,134,7,1901,3,0,1
Game4-germany-france-18,277,One more point. England proposed a plan to bounce you out of Denmark (but I knew he was lying about it),france-Game4,Game4-germany-france-17,Game4-germany-france,germany-Game4,277,18,1901,6,1,1
Game6-germany-france-94,372,"But yeah sorry about that, I had put that in as my orders and then forgot to change them",france-Game6,Game6-germany-france-93,Game6-germany-france,germany-Game6,372,94,1904,7,1,1
Game6-turkey-france-42,445,*although you took like 6 of my territories before*,france-Game6,Game6-turkey-france-41,Game6-turkey-france,turkey-Game6,445,42,1907,8,-7,1
Game11-turkey-germany-17,530,"Yeah, still thinking if anything could be better than that though. The fact that they didn't bounce me in Sweden in the first place this last turn is a pain.",germany-Game11,Game11-turkey-germany-16,Game11-turkey-germany,turkey-Game11,530,17,1902,5,1,0
Game12-turkey-france-107,869,Sounds good.  I'll go set my orders before we run out of time.,turkey-Game12,Game12-turkey-france-106,Game12-turkey-france,france-Game12,869,107,1907,12,4,1
Game1-england-italy-117,1232,"I’ve never played on playdiplomacy. I play mostly on an app called Conspiracy. 

But don’t get me wrong! I’m experienced, and I’ve had some success. I’m not to be trifled with!",italy-Game1,Game1-england-italy-116,Game1-england-italy,england-Game1,1232,117,1905,7,2,1
Game1-italy-france-140,1903,Perhaps you’d like support to Brest?,italy-Game1,Game1-italy-france-139,Game1-italy-france,france-Game1,1903,140,1907,10,9,1
Game2-england-austria-55,2015,Germany trusts you after that support into Paris.  Now is the time to move and take advantage of that.  I can support you into Warsaw if you need,austria-Game2,Game2-england-austria-54,Game2-england-austria,england-Game2,2015,55,1904,7,1,0
Game4-austria-russia-45,1227,or support u somewhere else if u did,russia-Game4,Game4-austria-russia-44,Game4-austria-russia,austria-Game4,1227,45,1905,7,2,1
Game5-england-russia-4,36,That sounds good to me,england-Game5,Game5-england-russia-3,Game5-england-russia,russia-Game5,36,4,1901,3,-1,1
Game12-turkey-england-14,181,"From what I can tell, Russia was worried that Austria and I were ganging up on them (at least that’s what Austria tells me, and the excuse Russia gave for both War-Gal and Sev-Bla).  So I’m game to try and out guess them with you, but I think Russia is looking for an ally anywhere.  If you offered an alliance with them (real or fake) they would probably take it.  For example if you offered to convoy to Den while they drop into Bal, they’d probably do that, setting off an R/G war (not sure if you want that, but you could).",turkey-Game12,Game12-turkey-england-13,Game12-turkey-england,england-Game12,181,14,1901,3,0,1
